city,district,reg_name,address,phone,email,size_tier,classrooms,classroom_m2,building_m2,n_classes,n_teachers,approved_capacity,approved_capacity_en,en_subjects,category,reg_status,licensed_on,principal,director,reg_id,reg_url
臺北市,中山區,臺北市私立本能文理短期補習班,中山區民權東路3段43號2樓,25082618,wuchangbaby@gmail.com,小型,2,38.23,84.67,10,3,310,62,英文,外語類,已立案,2009-07-01,陳霈甄,張歆立,20201703140105,https://afterschools.olc.tw/afterschools/view/20201703140105
臺北市,中山區,臺北市私立朵朵老師文理短期補習班,中山區北安路630巷25弄9號1樓,(02)8509-8858,li.taitsung@gmail.com,小型,2,35.56,71.0,4,2,116,58,英文、國文、數學、科學,外語類,已立案,2001-12-01,黎岱宗,蔡佩鈞,20200811180183,https://afterschools.olc.tw/afterschools/view/20200811180183
臺北市,中山區,臺北市私立琴生語文音樂短期補習班,中山區北安路588巷12號1樓,25320125,cmd1@yamahacsm.com.tw,中型,7,73.21,146.74,14,29,840,420,英文,外語類,已立案,1993-11-01,梁啓慧,徐智華,20200811190968,https://afterschools.olc.tw/afterschools/view/20200811190968
臺北市,中山區,臺北市私立睿智大直語文短期補習班,中山區北安路608巷5弄6號（1、2樓）,25324761,dazhiaces@gmail.com,小型,2,76.36,143.52,2,15,120,120,英文,外語類,已立案,2007-06-27,FRANCE RICHARD THOMAS,吳雲潔,20200811190197,https://afterschools.olc.tw/afterschools/view/20200811190197
臺北市,中山區,臺北市私立科建語文文理短期補習班,中山區松江路90巷9號1、3樓及地下室,25641600,manager2k@kojen-els.com.tw,大型,8,204.0,389.41,36,54,2160,240,英文,外語類,已立案,1976-07-01,李婉如,李婉如,20200811190673,https://afterschools.olc.tw/afterschools/view/20200811190673
臺北市,中山區,臺北市私立科豆文理短期補習班,中山區復興北路166號3樓,27191913,cuddle27222007@gmail.com,中型,5,84.62,183.39,12,1,720,180,英文,"文理類,外語類,資訊類,其他類",已立案,2014-07-28,邱楷甯,段輝陽,20201408010001,https://afterschools.olc.tw/afterschools/view/20201408010001
臺北市,中山區,臺北市私立艾沛思美語文理短期補習班,中山區民權東路3段31號2樓,25150890,ipaxschool@gmail.com,小型,1,40.9,72.81,5,1,170,170,英文,外語類,已立案,2017-02-16,楊宜真,楊宜真,20201703140678,https://afterschools.olc.tw/afterschools/view/20201703140678
臺北市,中山區,臺北市私立藝起玩文理技藝短期補習班,中山區民權西路20號6樓之5,0937429426,tuttiarts.studio@gmail.com,小型,2,44.67,81.93,28,19,672,96,英文,"文理類,外語類,音樂、舞蹈類,美術、書法、攝影、美工設計、圍棋類",已立案,2024-12-06,葉仰真,葉仰真,20202412090001,https://afterschools.olc.tw/afterschools/view/20202412090001
臺北市,中山區,臺北市私立貝斯語文短期補習班,中山區南京東路3段200號2樓之1,27780408,bethenglish1991@gmail.com,中型,6,134.01,169.52,6,12,360,360,英文,外語類,已立案,2000-08-01,王宗輝,王宗輝,20200811191634,https://afterschools.olc.tw/afterschools/view/20200811191634
臺北市,中山區,臺北市私立陸翁藝術美術技藝文理短期補習班,中山區吉林路144巷18號1樓,25681607,luwengart@gmail.com,小型,3,37.87,77.56,12,1,372,124,英文,"外語類,資訊類,美術、書法、攝影、美工設計、圍棋類",已立案,2011-04-01,陸孟新,翁姍慧,20201703140359,https://afterschools.olc.tw/afterschools/view/20201703140359
臺北市,中山區,臺北市私立電哥英文文理短期補習班,中山區明水路397巷7弄36號1樓及地下1樓,25333520,xdrive25336960@gmail.com,中型,7,110.69,178.89,15,13,225,45,英文,"文理類,外語類",已立案,2016-05-16,廖奇峯,廖奇峯,20201605240002,https://afterschools.olc.tw/afterschools/view/20201605240002
臺北市,中山區,茂榞科技股份有限公司附設臺北市私立以馬內利語文文理短期補習班大直分班,中山區敬業一路58號1樓,85020825,putty_wu1@yahoo.com.tw,小型,4,57.51,162.98,4,3,188,188,英文,外語類,已立案,2006-11-01,鄧麗珊,陳孝綱,20200811190063,https://afterschools.olc.tw/afterschools/view/20200811190063
臺北市,中山區,蔚藍教育有限公司附設臺北市私立蔚藍英語文理短期補習班,中山區長春路89之4號2樓,0963523732,amazingfutureenglishschool@gmail.com,小型,2,37.78,90.78,3,6,102,102,英語,外語類,已立案,2023-03-17,蔚藍教育有限公司(鄭涼山),鄭雅云,20202303230001,https://afterschools.olc.tw/afterschools/view/20202303230001
臺北市,中山區,財團法人味全文化教育基金會附設臺北市私立味全語文技藝短期補習班,中山區松江路125號4樓,25065001,wechild@yahoo.com.tw,中型,5,224.04,360.9,8,6,480,60,英文,"文理類,外語類,音樂、舞蹈類,美術、書法、攝影、美工設計、圍棋類,商類：珠算、心算、會計",已立案,1984-05-09,財團法人味全文化教育基金會(張景涵),陳俊吉,20200811190643,https://afterschools.olc.tw/afterschools/view/20200811190643
臺北市,中正區,中國青年救國團附設臺北市私立勵德文理技藝短期補習班,中正區忠孝西路1段7號3樓之1,23708248,kcyc23708248@gmail.com,小型,3,165.65,193.76,210,57,9240,440,英語,外語類,已立案,2012-04-16,中國青年救國團（負責人：楊朝祥）,廖寶月,20201703140485,https://afterschools.olc.tw/afterschools/view/20201703140485
臺北市,中正區,中國青年救國團附設臺北市私立勵華文理技藝短期補習班,中正區忠孝西路1段7號3樓,23708248,kcyc23708248@gmail.com,小型,3,85.8,127.87,180,47,3060,170,英文,外語類,已立案,2012-04-16,中國青年救國團（負責人：楊朝祥）,陳采帟,20201703140484,https://afterschools.olc.tw/afterschools/view/20201703140484
臺北市,中正區,中華語文國際教育股份有限公司附設臺北市私立中華語文短期補習班,中正區羅斯福路3段50號4樓,23678228,hr@tli.com.tw,大型,11,117.84,282.56,8,90,480,60,英文,外語類,已立案,2011-06-01,何再生,錢澐,20201502260001,https://afterschools.olc.tw/afterschools/view/20201502260001
臺北市,中正區,中華語文國際教育股份有限公司附設臺北市私立靈呱語文短期補習班,中正區羅斯福路3段50號3樓,23672112,hr@tli.com.tw,大型,31,169.53,281.17,10,49,600,120,英文,外語類,已立案,1990-04-20,何再生,姜旻妮,20200811190750,https://afterschools.olc.tw/afterschools/view/20200811190750
臺北市,中正區,五倍紅寶石程式資訊教育股份有限公司附設臺北市私立五倍紅寶石文理技藝短期補習班,中正區衡陽路7號5樓,2331-5247,course@5xcampus.com,小型,1,49.89,173.27,2,5,82,41,英文,"文理類,外語類,資訊類",已立案,2017-02-01,五倍紅寶石程式資訊教育股份有限公司:高見龍,江玟錚,20201702240001,https://afterschools.olc.tw/afterschools/view/20201702240001
臺北市,中正區,佳學事業股份有限公司附設臺北市私立佳音文理短期補習班,中正區牯嶺街21號1、2、3樓,(02)2394-0171,joy61@joy.com.tw,大型,9,201.58,421.13,40,38,800,160,英語,外語類,已立案,1984-06-14,佳學事業股份有限公司（負責人：陳平三）,翁慧敏,20200811190654,https://afterschools.olc.tw/afterschools/view/20200811190654
臺北市,中正區,及幼文化出版股份有限公司附設臺北市私立哥大英語文理短期補習班金山分班,中正區信義路2段91號3樓之2,23410806,sally.wu@columbiaenglish.com.tw,中型,5,105.41,165.2,25,12,1500,300,英語,外語類,已立案,2005-11-01,及幼文化出版股份有限公司(吳英偉),吳佳儒,20200811181529,https://afterschools.olc.tw/afterschools/view/20200811181529
臺北市,中正區,島輝國際教育股份有限公司附設臺北市私立直覺職掘文理技藝短期補習班,中正區許昌街24之4號5樓,0277026296,vwsi.finanace@gmail.com,小型,2,46.01,103.82,12,2,456,114,美語,外語類,已立案,2010-12-01,島輝國際教育股份有限公司（負責人：賴予亭）,賴信川,20201703140289,https://afterschools.olc.tw/afterschools/view/20201703140289
臺北市,中正區,巨匠電腦股份有限公司附設臺北市私立巨塑語文短期補習班,中正區公園路30號4樓之1、4樓之2,(02)2370-4358,KA_mailbox@pcschool.com.tw,大型,10,296.77,717.75,35,96,2100,420,美語,外語類,已立案,2005-02-23,鍾梁權,侯淑恩,20200811181301,https://afterschools.olc.tw/afterschools/view/20200811181301
臺北市,中正區,建儒科技文教有限公司附設臺北市私立建如文理短期補習班,中正區懷寧街60號3樓、3樓之1、3樓之2,23811199,weiting1203@hotmail.com,大型,3,436.34,626.91,25,20,1500,300,英文,"文理類,外語類",已立案,2010-12-01,建儒科技文教有限公司:鄭積緯,周品延,20201703140288,https://afterschools.olc.tw/afterschools/view/20201703140288
臺北市,中正區,得勝者文教股份有限公司附設臺北市私立學信文理短期補習班,中正區許昌街17號6樓之1,23895212,victorxhrxtaipei@gmail.com,小型,1,187.66,195.16,15,40,900,180,英語,"文理類,外語類",已立案,2010-10-05,得勝者文教股份有限公司（負責人：劉駿豪）,洪善容,20201010180051,https://afterschools.olc.tw/afterschools/view/20201010180051
臺北市,中正區,得勝者文教股份有限公司附設臺北市私立學勤文理短期補習班,中正區許昌街17號6樓之5,23895212,victorxhrxtaipei@gmail.com,小型,1,185.02,192.52,10,45,600,120,英語,外語類,已立案,2010-08-31,得勝者文教股份有限公司（負責人：劉駿豪）,林培恩,20201010180038,https://afterschools.olc.tw/afterschools/view/20201010180038
臺北市,中正區,得勝者文教股份有限公司附設臺北市私立學善文理短期補習班,中正區許昌街17號6樓,23895212,victorxhrxtaipei@gmail.com,小型,1,137.71,145.21,10,38,600,120,英文,"文理類,外語類",已立案,2010-08-31,得勝者文教股份有限公司（負責人：劉駿豪）,蔡文宇,20201010180036,https://afterschools.olc.tw/afterschools/view/20201010180036
臺北市,中正區,戴爾文教有限公司附設臺北市私立戴爾美語短期補習班,中正區漢口街1段3、5、9、11號8樓,23701686,gigi581104@yahoo.com.tw,小型,3,104.6,181.75,5,9,125,125,英文,外語類,已立案,2006-12-01,戴爾文教有限公司(負責人：徐承浩),王恩普,20200811190072,https://afterschools.olc.tw/afterschools/view/20200811190072
臺北市,中正區,新視界國際文教顧問有限公司附設臺北市私立字神帝國英語文理短期補習班,中正區許昌街17號13樓,66177366,meoldyeric@gmail.com,大型,12,459.17,803.67,1,32,60,60,英語,外語類,已立案,2008-03-13,新視界國際文教顧問有限公司(負責人:康俊隆),康俊隆,20200811190359,https://afterschools.olc.tw/afterschools/view/20200811190359
臺北市,中正區,真善美文化藝術有限公司附設臺北市私立地球村中英日韓語短期補習班站前分班,中正區館前路2號4樓,02-23118369,gvoedu888@gmail.com,大型,12,201.29,808.24,48,51,2880,720,英文,外語類,已立案,1989-05-23,真善美文化藝術有限公司（負責人：鄧秋慧）,陳琬茹,20200811190726,https://afterschools.olc.tw/afterschools/view/20200811190726
臺北市,中正區,科見文教資訊股份有限公司附設臺北市私立科見文理短期補習班和平分班,中正區和平西路2段29號地下1樓,(02)2309-3168,manager1@kojen-els.com.tw,中型,6,134.38,210.6,36,26,2160,360,英語,"文理類,外語類",已立案,1982-06-10,科見文教資訊股份有限公司(負責人侯光杰),侯登見,20201309130001,https://afterschools.olc.tw/afterschools/view/20201309130001
臺北市,中正區,美加文化實業股份有限公司附設臺北市私立美加美美語短期補習班,中正區館前路28號8樓,02-23811166,davidtseng@merica.com.tw,小型,3,131.41,163.24,2,11,120,60,美語,外語類,已立案,2003-02-01,美加文化實業股份有限公司(負責人：陳上春),叢士傑,20200811180586,https://afterschools.olc.tw/afterschools/view/20200811180586
臺北市,中正區,臺北市私立中正伯樂文理技藝短期補習班,中正區金華街19號2樓,(02)3322-1522,andrehsu123@gmail.com,小型,3,72.37,98.01,18,6,900,150,英語,"文理類,外語類,美術、書法、攝影、美工設計、圍棋類",已立案,2014-09-30,張孟雯,許守林,20201606080001,https://afterschools.olc.tw/afterschools/view/20201606080001
臺北市,中正區,臺北市私立佳英英語文理技藝短期補習班,中正區忠孝東路2段112號3樓,23224767,gtv1252@yahoo.com.tw,小型,4,56.12,95.38,6,7,120,20,英語,外語類,已立案,1993-04-27,李小萍,李小萍,20200811190928,https://afterschools.olc.tw/afterschools/view/20200811190928
臺北市,中正區,臺北市私立凱德語文短期補習班,中正區羅斯福路2段68號6樓,23961880,hsiehailing2000@gmail.com,小型,2,54.81,118.38,2,2,90,90,英文,外語類,已立案,2009-10-05,謝艾伶,謝艾伶,20201703140135,https://afterschools.olc.tw/afterschools/view/20201703140135
臺北市,中正區,臺北市私立劉媽媽語文短期補習班,中正區寧波西街80號2樓,0928107969,,小型,2,85.5,85.5,4,2,240,120,英語,外語類,已立案,1984-12-10,劉林純美,劉家郁,20200811190661,https://afterschools.olc.tw/afterschools/view/20200811190661
臺北市,中正區,臺北市私立同文館語文文理短期補習班,中正區信義路2段91號4樓之4,23937795,tonwenkuan@gmail.com,小型,3,49.57,110.04,4,2,56,28,英文,外語類,已立案,2005-08-01,鄭仁雨,涂鈺芳,20200811181449,https://afterschools.olc.tw/afterschools/view/20200811181449
臺北市,中正區,臺北市私立天肯外語美術文理技藝短期補習班,中正區羅斯福路3段272號9樓,23696180,tianken.bonjour@gmail.com,中型,5,80.31,190.18,18,11,1080,180,英文,外語類,已立案,2011-04-01,李欣怡,李欣怡,20201703140361,https://afterschools.olc.tw/afterschools/view/20201703140361
臺北市,中正區,臺北市私立學智文理短期補習班,中正區許昌街17號6樓之3,23895212,learn23895212@gmail.com,小型,1,187.66,196.16,10,21,600,120,英語,"文理類,外語類",已立案,2010-08-31,劉君強,劉君強,20201703140265,https://afterschools.olc.tw/afterschools/view/20201703140265
臺北市,中正區,臺北市私立小小林圍棋文理技藝短期補習班古亭分班,中正區羅斯福路2段70號7樓之5,2356-7337,ron19890806@gmail.com,小型,4,107.99,125.58,36,18,2160,240,美語,"外語類,美術、書法、攝影、美工設計、圍棋類",已立案,2017-04-28,林耕平,周佳盈,20201706090009,https://afterschools.olc.tw/afterschools/view/20201706090009
臺北市,中正區,臺北市私立彭湘平英文文理技藝短期補習班,中正區信義路2段91號5樓之2、之3,23517722,f90841015@ntu.edu.tw,小型,4,117.15,192.34,8,4,160,80,英文,外語類,已立案,2000-07-01,徐嘉偉,徐嘉偉,20200811191605,https://afterschools.olc.tw/afterschools/view/20200811191605
臺北市,中正區,臺北市私立承淞語文文理短期補習班,中正區杭州南路1段14巷21號2樓,23210826,dongmen000@yahoo.com.tw,小型,4,56.18,99.68,5,9,160,32,美語,外語類,已立案,2000-11-01,廖彩絹,林淑絹,20200811191700,https://afterschools.olc.tw/afterschools/view/20200811191700
臺北市,中正區,臺北市私立掘奇地文理技藝短期補習班,中正區和平西路2段90巷4號1樓,23016565,justkids2016@gmail.com,小型,3,41.12,81.54,7,9,140,20,英文,外語類,已立案,1992-01-01,鐘語蓁,鐘語蓁,20200811190834,https://afterschools.olc.tw/afterschools/view/20200811190834
臺北市,中正區,臺北市私立文城古亭文理短期補習班,中正區羅斯福路2段70號10樓,(02)2369-1090,joey.wang@wmch.net,小型,2,43.36,92.36,8,40,288,36,英語,"文理類,外語類",已立案,2011-01-28,宋狄翰,卓嘉惠,20201305140001,https://afterschools.olc.tw/afterschools/view/20201305140001
臺北市,中正區,臺北市私立新小學館文理短期補習班,中正區漢口街1段140、142號2樓,23120259,,小型,3,73.9,118.03,15,5,330,66,英語,外語類,已立案,2005-05-01,尉遲佩琪,呂文中,20200811181368,https://afterschools.olc.tw/afterschools/view/20200811181368
臺北市,中正區,臺北市私立時代國際語文短期補習班,中正區漢口街1段3、5、9、11號3樓,0266178688,rachel.chen@language-world.com.tw,小型,4,101.0,188.61,12,58,252,84,英文,外語類,已立案,2004-04-01,鄭陳秋玉,鄭淑賢,20200811180952,https://afterschools.olc.tw/afterschools/view/20200811180952
臺北市,中正區,臺北市私立時代國際語文短期補習班館前二分班,中正區館前路34號8樓,66178688,rachel.chen@language-world.com.tw,大型,5,212.5,433.18,3,61,180,60,英文,外語類,已立案,2009-02-23,鄭陳秋玉,鄭陳秋玉,20201703140036,https://afterschools.olc.tw/afterschools/view/20201703140036
臺北市,中正區,臺北市私立普樂馬文理短期補習班,中正區牯嶺街19號2樓,23568055,peggy32325@hotmail.com,小型,2,71.47,122.37,9,4,531,177,英文,"文理類,外語類",已立案,2017-06-09,廖梓杏,呂易倫,20201706090014,https://afterschools.olc.tw/afterschools/view/20201706090014
臺北市,中正區,臺北市私立東門文理技藝短期補習班,中正區仁愛路1段24號5樓、6樓,23432388,may110303@gmail.com,中型,5,129.13,185.52,35,4,2100,300,英文,"外語類,音樂、舞蹈類,美術、書法、攝影、美工設計、圍棋類,商類：珠算、心算、會計",已立案,2014-05-13,趙恩德,趙恩德,20201703140641,https://afterschools.olc.tw/afterschools/view/20201703140641
臺北市,中正區,臺北市私立柏典語文短期補習班,中正區羅斯福路2段168號3樓、3樓之1、3樓之2,02-23671204,amychang@jumpstart.com.tw,中型,5,105.35,238.07,3,7,180,180,英文,外語類,已立案,2003-01-01,劉憶萱,陳淑慧,20200811180544,https://afterschools.olc.tw/afterschools/view/20200811180544
臺北市,中正區,臺北市私立派特美語短期補習班,中正區莒光路53號1樓及西藏路62巷7號1樓,23021121,pat3659@gmail.com,小型,3,59.33,124.78,3,1,147,147,英文,外語類,已立案,2013-07-10,傅彥瑻,傅彥瑻,20201308090002,https://afterschools.olc.tw/afterschools/view/20201308090002
臺北市,中正區,臺北市私立湯姆貓語文短期補習班,中正區羅斯福路2段70號6樓之5,23914638,katiewang317@gmail.com,小型,1,39.59,82.64,1,1,32,32,英文,外語類,已立案,1999-05-01,保羅,王冠婷,20200811191413,https://afterschools.olc.tw/afterschools/view/20200811191413
臺北市,中正區,臺北市私立目的達語文短期補習班,中正區晉江街89號1、2樓,23670528,muditaphasathai@gmail.com,小型,2,75.34,130.17,3,9,180,60,英語,外語類,已立案,2013-03-20,鄭惠珍,鄭惠珍,20201703140617,https://afterschools.olc.tw/afterschools/view/20201703140617
臺北市,中正區,臺北市私立維多莉亞韓語外語短期補習班,中正區忠孝西路1段50號21樓之14、之16,(02)2389-4550,korean@vtk.com.tw,中型,5,45.29,116.48,16,9,592,296,英語,外語類,已立案,2011-08-01,李三財,尹竹君,20201703140402,https://afterschools.olc.tw/afterschools/view/20201703140402
臺北市,中正區,臺北市私立繁田塾語文短期補習班,中正區館前路43號8樓,23312752,official@handazyuku.com.tw,中型,7,252.96,367.75,4,9,80,40,英文,外語類,已立案,2006-09-01,繁田禮二,張愛琪,20200811190028,https://afterschools.olc.tw/afterschools/view/20200811190028
臺北市,中正區,臺北市私立芝麻開門語文短期補習班,中正區新生南路1段138之1號2樓、2樓之1,02-23926495,JC@opsesame.com,中型,7,81.38,148.02,6,5,72,72,英文,外語類,已立案,2000-09-01,邱泰元,呂昭嬅,20200811191651,https://afterschools.olc.tw/afterschools/view/20200811191651
臺北市,中正區,臺北市私立青山語文短期補習班站前分班,中正區忠孝西路1段100號8樓,23142222,hsu86017989@yahoo.com.tw,中型,6,109.83,197.32,18,43,1080,360,英文,外語類,已立案,2009-04-01,孫永明,苑冠華,20201703140057,https://afterschools.olc.tw/afterschools/view/20201703140057
臺北市,中正區,財團法人中國青年服務事業文教基金會附設臺北市私立勵志文理技藝短期補習班,中正區館前路45號6樓,2381-9165,cysa@cyc.tw,小型,3,106.07,196.6,51,38,1530,90,英語,外語類,已立案,1991-01-28,財團法人中國青年服務事業文教基金會（負責人：葛永光）,李志玄,20200811190780,https://afterschools.olc.tw/afterschools/view/20200811190780
臺北市,中正區,財團法人語言訓練測驗中心附設臺北市私立新紀元語文短期補習班,中正區羅斯福路1段97號5樓,02-3322-1100,lttc.li@lttc.ntu.edu.tw,中型,6,216.31,337.25,60,49,3600,600,英語,外語類,已立案,2002-02-01,財團法人語言訓練測驗中心(負責人：陳文章),林君文,20200811180239,https://afterschools.olc.tw/afterschools/view/20200811180239
臺北市,中正區,里茲螞蟻文教有限公司附設臺北市私立里茲螞蟻文理短期補習班,中正區南昌路2段206號3樓之1,(02)23684570,service@leedsmayi.com.co,小型,3,55.35,110.32,1,10,54,54,英文,"文理類,外語類",已立案,2018-01-10,里茲螞蟻文教有限公司，負責人：林芬瑜,黃勵廷,20201801100001,https://afterschools.olc.tw/afterschools/view/20201801100001
臺北市,中正區,長頸鹿文化事業股份有限公司附設臺北市私立長頸鹿美語文理技藝短期補習班,中正區忠孝東路1段9號3樓,55825168,irene940512@yahoo.com.tw,中型,5,212.1,367.7,30,6,600,100,英文,外語類,已立案,2004-12-16,長頸鹿文化事業股份有限公司（負責人：魏忠香）,孫玉貞,20200811181238,https://afterschools.olc.tw/afterschools/view/20200811181238
臺北市,信義區,前才國際股份有限公司附設臺北市私立凱利文理技藝短期補習班,信義區松仁路234巷1號1樓,27206966,Tianalk11@gmail.com,小型,4,55.76,93.22,12,5,156,26,英語,外語類,已立案,2002-03-01,吳美齡,黃蘭玲,20200811180259,https://afterschools.olc.tw/afterschools/view/20200811180259
臺北市,信義區,明光文教事業股份有限公司附設臺北市私立明帆語文文理短期補習班,信義區松德路110號1樓、地下1樓,(02)27581887,public@meikoschool.com.tw,小型,1,48.28,99.08,5,26,200,40,英文,"文理類,外語類",已立案,2017-10-06,明光文教事業股份有限公司(楊佳叡),黃婕寧,20201710060001,https://afterschools.olc.tw/afterschools/view/20201710060001
臺北市,信義區,臺北市私立一間故事文理短期補習班,信義區光復南路417號2樓之2及大安區光復南路422號2樓之1,(02)27585801,a0900273916@gmail.com,中型,6,122.59,214.68,3,3,120,120,英文,外語類,已立案,2019-05-02,涂毓芬,涂毓芬,20201905010001,https://afterschools.olc.tw/afterschools/view/20201905010001
臺北市,信義區,臺北市私立亞伯拉罕語文短期補習班,信義區忠孝東路5段133號4樓及忠孝東路5段133號3樓,27611155,t.julie.chueh@abraham-academy.com.tw,中型,6,124.44,223.97,6,17,120,120,英文,外語類,已立案,2001-10-01,郭沅櫂,劉裕仁,20200811180136,https://afterschools.olc.tw/afterschools/view/20200811180136
臺北市,信義區,臺北市私立亞伯拉罕語文短期補習班一○一分班,信義區忠孝東路5段135號3樓,27611155,t.julie.chueh@abraham-academy.com.tw,小型,2,32.59,111.86,3,17,42,42,美語,外語類,已立案,2004-11-01,崔全淂,郭宛真,20200811181212,https://afterschools.olc.tw/afterschools/view/20200811181212
臺北市,信義區,臺北市私立保佑美語短期補習班,信義區忠孝東路5段492巷4號地下一樓、1、2樓,27590414,estela750721@gmail.com,小型,4,63.22,159.49,4,5,208,208,美語,外語類,已立案,2003-06-01,林志穎,石思娜,20200811180696,https://afterschools.olc.tw/afterschools/view/20200811180696
臺北市,信義區,臺北市私立保程語文短期補習班,信義區忠孝東路5段482號3樓之2,27590129,estela750721@gmail.com,小型,2,51.75,116.76,2,6,86,86,英文,外語類,已立案,2010-11-01,林志穎,陳慧玫,20201012010001,https://afterschools.olc.tw/afterschools/view/20201012010001
